Node,Technology,Period,Capacity
Belgium,Wind_offshr_grounded,2,3875.0
Borssele,Wind_offshr_grounded,2,10956.0
Denmark,Wind_offshr_grounded,2,6353.0
Dogger Bank,Wind_offshr_grounded,2,7253.0
East Anglia,Wind_offshr_grounded,2,5419.0
Estonia,Wind_offshr_grounded,2,74.0
Finland,Wind_offshr_grounded,2,1255.0
Firth of Forth,Wind_offshr_grounded,2,2352.0
France,Wind_offshr_grounded,2,3816.0
Germany,Wind_offshr_grounded,2,22679.0
Great Brit.,Wind_offshr_grounded,2,0.0
Helgoländer Bucht,Wind_offshr_grounded,2,18612.0
Hollandsee Kust,Wind_offshr_grounded,2,1145.0
Hornsea,Wind_offshr_grounded,2,5133.0
Ireland,Wind_offshr_grounded,2,1294.0
Italy,Wind_offshr_grounded,2,1244.0
Latvia,Wind_offshr_grounded,2,82.0
Lithuania,Wind_offshr_grounded,2,76.0
Moray Firth,Wind_offshr_grounded,2,4656.0
NO2,Wind_offshr_grounded,2,0.0
Netherlands,Wind_offshr_grounded,2,667.0
Nordsøen,Wind_offshr_grounded,2,2672.0
Norfolk,Wind_offshr_grounded,2,275.0
Outer Dowsing,Wind_offshr_grounded,2,5412.0
Poland,Wind_offshr_grounded,2,126.0
Portugal,Wind_offshr_grounded,2,1166.0
Spain,Wind_offshr_grounded,2,1207.0
Sweden,Wind_offshr_grounded,2,1238.0
Sørlige Nordsjø I,Wind_offshr_grounded,2,11.0
Sørlige Nordsjø II,Wind_offshr_grounded,2,7.0
Utsira Nord,Wind_offshr_grounded,2,0.0
Belgium,Wind_offshr_grounded,3,5530.0
Borssele,Wind_offshr_grounded,3,24476.0
Denmark,Wind_offshr_grounded,3,13980.0
Dogger Bank,Wind_offshr_grounded,3,12468.0
East Anglia,Wind_offshr_grounded,3,9112.0
Estonia,Wind_offshr_grounded,3,280.0
Finland,Wind_offshr_grounded,3,3065.0
Firth of Forth,Wind_offshr_grounded,3,4240.0
France,Wind_offshr_grounded,3,9250.0
Germany,Wind_offshr_grounded,3,38190.0
Great Brit.,Wind_offshr_grounded,3,0.0
Helgoländer Bucht,Wind_offshr_grounded,3,30170.0
Hollandsee Kust,Wind_offshr_grounded,3,2808.0
Hornsea,Wind_offshr_grounded,3,8844.0
Ireland,Wind_offshr_grounded,3,3184.0
Italy,Wind_offshr_grounded,3,2975.0
Latvia,Wind_offshr_grounded,3,384.0
Lithuania,Wind_offshr_grounded,3,308.0
Moray Firth,Wind_offshr_grounded,3,7816.0
NO2,Wind_offshr_grounded,3,0.0
Netherlands,Wind_offshr_grounded,3,3184.0
Nordsøen,Wind_offshr_grounded,3,5851.0
Norfolk,Wind_offshr_grounded,3,755.0
Outer Dowsing,Wind_offshr_grounded,3,9083.0
Poland,Wind_offshr_grounded,3,840.0
Portugal,Wind_offshr_grounded,3,2481.0
Spain,Wind_offshr_grounded,3,2762.0
Sweden,Wind_offshr_grounded,3,3009.0
Sørlige Nordsjø I,Wind_offshr_grounded,3,55.0
Sørlige Nordsjø II,Wind_offshr_grounded,3,35.0
Utsira Nord,Wind_offshr_grounded,3,0.0
Belgium,Wind_offshr_grounded,4,6737.0
Borssele,Wind_offshr_grounded,4,36817.0
Denmark,Wind_offshr_grounded,4,26323.0
Dogger Bank,Wind_offshr_grounded,4,17972.0
East Anglia,Wind_offshr_grounded,4,12827.0
Estonia,Wind_offshr_grounded,4,649.0
Finland,Wind_offshr_grounded,4,7021.0
Firth of Forth,Wind_offshr_grounded,4,6411.0
France,Wind_offshr_grounded,4,19709.0
Germany,Wind_offshr_grounded,4,46075.0
Great Brit.,Wind_offshr_grounded,4,0.0
Helgoländer Bucht,Wind_offshr_grounded,4,35033.0
Hollandsee Kust,Wind_offshr_grounded,4,4657.0
Hornsea,Wind_offshr_grounded,4,12779.0
Ireland,Wind_offshr_grounded,4,6990.0
Italy,Wind_offshr_grounded,4,6520.0
Latvia,Wind_offshr_grounded,4,1209.0
Lithuania,Wind_offshr_grounded,4,767.0
Moray Firth,Wind_offshr_grounded,4,10984.0
NO2,Wind_offshr_grounded,4,0.0
Netherlands,Wind_offshr_grounded,4,7709.0
Nordsøen,Wind_offshr_grounded,4,10962.0
Norfolk,Wind_offshr_grounded,4,1515.0
Outer Dowsing,Wind_offshr_grounded,4,12758.0
Poland,Wind_offshr_grounded,4,3044.0
Portugal,Wind_offshr_grounded,4,4484.0
Spain,Wind_offshr_grounded,4,5660.0
Sweden,Wind_offshr_grounded,4,6997.0
Sørlige Nordsjø I,Wind_offshr_grounded,4,182.0
Sørlige Nordsjø II,Wind_offshr_grounded,4,115.0
Utsira Nord,Wind_offshr_grounded,4,0.0
Belgium,Wind_offshr_grounded,5,7417.0
Borssele,Wind_offshr_grounded,5,41042.0
Denmark,Wind_offshr_grounded,5,40188.0
Dogger Bank,Wind_offshr_grounded,5,21983.0
East Anglia,Wind_offshr_grounded,5,15296.0
Estonia,Wind_offshr_grounded,5,1098.0
Finland,Wind_offshr_grounded,5,14176.0
Firth of Forth,Wind_offshr_grounded,5,8226.0
France,Wind_offshr_grounded,5,33908.0
Germany,Wind_offshr_grounded,5,49031.0
Great Brit.,Wind_offshr_grounded,5,0.0
Helgoländer Bucht,Wind_offshr_grounded,5,35874.0
Hollandsee Kust,Wind_offshr_grounded,5,5750.0
Hornsea,Wind_offshr_grounded,5,15671.0
Ireland,Wind_offshr_grounded,5,12557.0
Italy,Wind_offshr_grounded,5,12207.0
Latvia,Wind_offshr_grounded,5,2823.0
Lithuania,Wind_offshr_grounded,5,1380.0
Moray Firth,Wind_offshr_grounded,5,13072.0
NO2,Wind_offshr_grounded,5,0.0
Netherlands,Wind_offshr_grounded,5,12363.0
Nordsøen,Wind_offshr_grounded,5,16653.0
Norfolk,Wind_offshr_grounded,5,2402.0
Outer Dowsing,Wind_offshr_grounded,5,15177.0
Poland,Wind_offshr_grounded,5,6302.0
Portugal,Wind_offshr_grounded,5,6555.0
Spain,Wind_offshr_grounded,5,9673.0
Sweden,Wind_offshr_grounded,5,14802.0
Sørlige Nordsjø I,Wind_offshr_grounded,5,461.0
Sørlige Nordsjø II,Wind_offshr_grounded,5,291.0
Utsira Nord,Wind_offshr_grounded,5,0.0
Belgium,Wind_offshr_grounded,6,7744.0
Borssele,Wind_offshr_grounded,6,40030.0
Denmark,Wind_offshr_grounded,6,50627.0
Dogger Bank,Wind_offshr_grounded,6,24018.0
East Anglia,Wind_offshr_grounded,6,16259.0
Estonia,Wind_offshr_grounded,6,1534.0
Finland,Wind_offshr_grounded,6,23561.0
Firth of Forth,Wind_offshr_grounded,6,9429.0
France,Wind_offshr_grounded,6,45929.0
Germany,Wind_offshr_grounded,6,50395.0
Great Brit.,Wind_offshr_grounded,6,0.0
Helgoländer Bucht,Wind_offshr_grounded,6,35473.0
Hollandsee Kust,Wind_offshr_grounded,6,6246.0
Hornsea,Wind_offshr_grounded,6,17168.0
Ireland,Wind_offshr_grounded,6,17706.0
Italy,Wind_offshr_grounded,6,18523.0
Latvia,Wind_offshr_grounded,6,4997.0
Lithuania,Wind_offshr_grounded,6,1996.0
Moray Firth,Wind_offshr_grounded,6,13864.0
NO2,Wind_offshr_grounded,6,0.0
Netherlands,Wind_offshr_grounded,6,16365.0
Nordsøen,Wind_offshr_grounded,6,20875.0
Norfolk,Wind_offshr_grounded,6,3256.0
Outer Dowsing,Wind_offshr_grounded,6,16089.0
Poland,Wind_offshr_grounded,6,9149.0
Portugal,Wind_offshr_grounded,6,7945.0
Spain,Wind_offshr_grounded,6,13359.0
Sweden,Wind_offshr_grounded,6,26524.0
Sørlige Nordsjø I,Wind_offshr_grounded,6,887.0
Sørlige Nordsjø II,Wind_offshr_grounded,6,560.0
Utsira Nord,Wind_offshr_grounded,6,0.0
Belgium,Wind_offshr_grounded,7,7891.0
Borssele,Wind_offshr_grounded,7,37201.0
Denmark,Wind_offshr_grounded,7,56386.0
Dogger Bank,Wind_offshr_grounded,7,24660.0
East Anglia,Wind_offshr_grounded,7,16204.0
Estonia,Wind_offshr_grounded,7,1930.0
Finland,Wind_offshr_grounded,7,31789.0
Firth of Forth,Wind_offshr_grounded,7,10159.0
France,Wind_offshr_grounded,7,52279.0
Germany,Wind_offshr_grounded,7,51343.0
Great Brit.,Wind_offshr_grounded,7,0.0
Helgoländer Bucht,Wind_offshr_grounded,7,34760.0
Hollandsee Kust,Wind_offshr_grounded,7,6508.0
Hornsea,Wind_offshr_grounded,7,17677.0
Ireland,Wind_offshr_grounded,7,20655.0
Italy,Wind_offshr_grounded,7,23220.0
Latvia,Wind_offshr_grounded,7,7162.0
Lithuania,Wind_offshr_grounded,7,2553.0
Moray Firth,Wind_offshr_grounded,7,13784.0
NO2,Wind_offshr_grounded,7,0.0
Netherlands,Wind_offshr_grounded,7,19960.0
Nordsøen,Wind_offshr_grounded,7,23134.0
Norfolk,Wind_offshr_grounded,7,4026.0
Outer Dowsing,Wind_offshr_grounded,7,15986.0
Poland,Wind_offshr_grounded,7,11444.0
Portugal,Wind_offshr_grounded,7,8570.0
Spain,Wind_offshr_grounded,7,15568.0
Sweden,Wind_offshr_grounded,7,38429.0
Sørlige Nordsjø I,Wind_offshr_grounded,7,1349.0
Sørlige Nordsjø II,Wind_offshr_grounded,7,852.0
Utsira Nord,Wind_offshr_grounded,7,0.0
